,x,y,object_id,incident_id,date_time,year,street_name,cross_street,distance,junction_relation,total_injuries,total_fatalities,injury_severity,collision_manner,light_condition,weather,surface_condition,unit_type_1,age_1,gender_1,travel_direction_1,unit_action_1,violation_1,alcohol_use_1,drug_use_1,unit_type_2,age_2,gender_2,travel_direction_2,unit_action_2,violation_2,alcohol_use_2,drug_use_2,lat,long,date,month,day,time,hour,intersection,severity_class
537,-111.96952,33.4092400000001,538,2595554,2012-02-14 02:59:00,2012,Broadway Rd,52nd St,0.0,Intersection Non Interchange,0,0,No Injury,ANGLE (Front To Side)(Other Than Left Turn),Dark Lighted,Clear,Dry,Driver,19,Male,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,38,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40924,-111.96952,2012-02-14,2.0,14.0,02:59:00,2.0,Broadway Rd & 52nd St,None
548,-111.92623,33.3929600000001,549,2600004,2012-02-14 23:14:00,2012,Southern Ave,Rural Rd,24.816,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Rain,Wet,Driver,19,Female,East,Slowing In Trafficway,Inattention Distraction,No Apparent Influence,No Apparent Influence,Driver,70,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39296,-111.92623,2012-02-14,2.0,14.0,23:14:00,23.0,Southern Ave & Rural Rd,None
615,-111.92631,33.39304,616,2608181,2012-02-19 21:05:00,2012,Rural Rd,Southern Ave,30.096,Intersection Related Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,38,Male,South,Going Straight Ahead,Inattention Distraction,No Apparent Influence,No Apparent Influence,Driver,52,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39304,-111.92631,2012-02-19,2.0,19.0,21:05:00,21.0,Rural Rd & Southern Ave,None
645,-111.92646,33.4220300000001,646,2603142,2012-02-22 09:41:00,2012,University Dr,Rural Rd,-50.16,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,23,Male,East,Slowing In Trafficway,Speed To Fast For Conditions,Alcohol,No Apparent Influence,Driver,22,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42203,-111.92646,2012-02-22,2.0,22.0,09:41:00,9.0,University Dr & Rural Rd,None
648,-111.92629,33.4245000000001,649,2603118,2012-02-22 20:48:00,2012,Rural Rd,6th St,0.0,Intersection Non Interchange,0,0,No Injury,Left Turn,Daylight,Clear,Dry,Driver,23,Female,Southeast,Making Left Turn,Other,No Apparent Influence,No Apparent Influence,Driver,19,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4245,-111.92629,2012-02-22,2.0,22.0,20:48:00,20.0,Rural Rd & 6th St,None
650,-111.89034,33.4078000000001,651,2591892,2012-02-22 23:13:00,2012,Price Rd,Broadway Rd,119.856,Intersection Related Interchange,1,0,Non Incapacitating Injury,Single Vehicle,Daylight,Clear,Dry,Driver,37,Male,West,Making Right Turn,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,,,,,,,,,33.4078,-111.89034,2012-02-22,2.0,22.0,23:13:00,23.0,Price Rd & Broadway Rd,Minor
660,-111.96316,33.3782400000001,661,2603440,2012-02-23 14:04:00,2012,Baseline Rd,Priest Dr,0.0,Intersection Non Interchange,2,0,Possible Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Driver,17,Female,East,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,34,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824,-111.96316,2012-02-23,2.0,23.0,14:04:00,14.0,Baseline Rd & Priest Dr,Minor
664,-111.96952,33.4092400000001,665,2603114,2012-02-23 16:45:00,2012,Broadway Rd,52nd St,0.0,Intersection Non Interchange,0,0,No Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Driver,69,Male,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,26,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40924,-111.96952,2012-02-23,2.0,23.0,16:45:00,16.0,Broadway Rd & 52nd St,None
668,-111.96399,33.3782400000001,669,2603453,2012-02-23 22:22:00,2012,Baseline Rd,Priest Dr,-251.856,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,47,Male,East,Going Straight Ahead,Inattention Distraction,No Apparent Influence,No Apparent Influence,Driver,23,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824,-111.96399,2012-02-23,2.0,23.0,22:22:00,22.0,Baseline Rd & Priest Dr,None
669,-111.97408,33.37821,670,2599596,2012-02-23 22:25:00,2012,Baseline Rd,Calle Los Cerros,0.0,Intersection Non Interchange,1,0,Possible Injury,Rear End,Daylight,Clear,Dry,Driver,58,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,36,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.97408,2012-02-23,2.0,23.0,22:25:00,22.0,Baseline Rd & Calle Los Cerros,Minor
670,-111.92631,33.39302,671,2599608,2012-02-23 22:54:00,2012,Rural Rd,Southern Ave,23.232,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,22,Female,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,19,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39302,-111.92631,2012-02-23,2.0,23.0,22:54:00,22.0,Rural Rd & Southern Ave,None
700,-111.97416,33.37821,701,2595190,2012-02-25 21:29:00,2012,Baseline Rd,Calle Los Cerros,-23.76,Intersection Related Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,111,Unknown,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,32,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.97416,2012-02-25,2.0,25.0,21:29:00,21.0,Baseline Rd & Calle Los Cerros,None
707,-111.8903,33.4220100000001,708,2591046,2012-02-26 14:04:00,2012,University Dr,Price Rd,0.0,Intersection Non Interchange,2,0,Non Incapacitating Injury,Left Turn,Daylight,Clear,Dry,Driver,35,Female,East,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,Driver,29,Male,North,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,33.42201,-111.8903,2012-02-26,2.0,26.0,14:04:00,14.0,University Dr & Price Rd,Minor
710,-111.96952,33.4092400000001,711,2603472,2012-02-27 13:22:00,2012,Broadway Rd,52nd St,0.0,Intersection Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,55,Male,Northwest,Changing Lanes,Inattention Distraction,No Apparent Influence,No Apparent Influence,Driver,41,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40924,-111.96952,2012-02-27,2.0,27.0,13:22:00,13.0,Broadway Rd & 52nd St,None
716,-111.95217,33.37821,717,2603476,2012-02-27 22:44:00,2012,Baseline Rd,Hardy Dr,101.904,Intersection Related Non Interchange,1,0,Non Incapacitating Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Driver,47,Female,North,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,Driver,41,Female,West,Going Straight Ahead,Made Improper Turn,No Apparent Influence,No Apparent Influence,33.37821,-111.95217,2012-02-27,2.0,27.0,22:44:00,22.0,Baseline Rd & Hardy Dr,Minor
737,-111.92628,33.4146200000001,738,2591898,2012-02-29 02:20:00,2012,Rural Rd,Apache Blvd,-50.16,Intersection Related Non Interchange,1,0,Non Incapacitating Injury,Rear End,Dark Lighted,Clear,Dry,Driver,31,Male,North,Slowing In Trafficway,Followed Too Closely,No Apparent Influence,No Apparent Influence,Driver,45,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41462,-111.92628,2012-02-29,2.0,29.0,02:20:00,2.0,Rural Rd & Apache Blvd,Minor
740,-111.89032,33.4216500000001,741,2591899,2012-02-29 18:10:00,2012,Price Rd,University Dr,-132.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,30,Male,North,Stopped In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,21,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42165,-111.89032,2012-02-29,2.0,29.0,18:10:00,18.0,Price Rd & University Dr,None
748,-111.92629,33.42463,749,2610787,2012-03-01 00:08:00,2012,Rural Rd,6th St,51.216,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,28,Male,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,19,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42463,-111.92629,2012-03-01,3.0,1.0,00:08:00,0.0,Rural Rd & 6th St,None
761,-111.92627,33.4077500000001,762,2608341,2012-03-02 00:14:00,2012,Rural Rd,Broadway Rd,91.872,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,18,Female,South,Going Straight Ahead,Inattention Distraction,No Apparent Influence,No Apparent Influence,Driver,23,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40775,-111.92627,2012-03-02,3.0,2.0,00:14:00,0.0,Rural Rd & Broadway Rd,None
764,-111.9263,33.42222,765,2608286,2012-03-02 01:48:00,2012,Rural Rd,University Dr,70.224,Intersection Related Non Interchange,1,0,Possible Injury,Rear End,Dusk,Clear,Dry,Driver,21,Female,South,Going Straight Ahead,Inattention Distraction,No Apparent Influence,No Apparent Influence,Driver,24,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42222,-111.9263,2012-03-02,3.0,2.0,01:48:00,1.0,Rural Rd & University Dr,Minor
766,-111.92591,33.3929600000001,767,2608256,2012-03-02 06:21:00,2012,Southern Ave,Rural Rd,121.968,Intersection Related Non Interchange,1,0,Possible Injury,Rear End,Dark Lighted,Clear,Dry,Driver,22,Male,West,Going Straight Ahead,Inattention Distraction,No Apparent Influence,No Apparent Influence,Driver,54,Female,West,Stopped In Trafficway,No Improper Action,Alcohol,No Apparent Influence,33.39296,-111.92591,2012-03-02,3.0,2.0,06:21:00,6.0,Southern Ave & Rural Rd,Minor
770,-111.97176,33.3782200000001,771,2608325,2012-03-02 21:21:00,2012,Baseline Rd,Pointe Pkwy,68.112,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,59,Female,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,42,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37822,-111.97176,2012-03-02,3.0,2.0,21:21:00,21.0,Baseline Rd & Pointe Pkwy,None
773,-111.92628,33.4286300000001,774,2608316,2012-03-03 05:20:00,2012,Rural Rd,Rio Salado Pkwy,-80.256,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,27,Male,North,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,60,Male,North,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42863,-111.92628,2012-03-03,3.0,3.0,05:20:00,5.0,Rural Rd & Rio Salado Pkwy,None
779,-111.97189,33.37821,780,2608306,2012-03-04 00:41:00,2012,Baseline Rd,Pointe Pkwy,29.04,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dusk,Clear,Dry,Driver,38,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,37,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.97189,2012-03-04,3.0,4.0,00:41:00,0.0,Baseline Rd & Pointe Pkwy,None
790,-111.96952,33.4092400000001,791,2600706,2012-03-04 20:04:00,2012,Broadway Rd,52nd St,0.0,Intersection Non Interchange,0,0,No Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Driver,22,Male,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,46,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40924,-111.96952,2012-03-04,3.0,4.0,20:04:00,20.0,Broadway Rd & 52nd St,None
791,-111.89049,33.40747,792,2599981,2012-03-04 20:53:00,2012,Broadway Rd,Price Rd,-50.16,Intersection Interchange,1,0,Possible Injury,Rear End,Daylight,Clear,Dry,Driver,19,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,32,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40747,-111.89049,2012-03-04,3.0,4.0,20:53:00,20.0,Broadway Rd & Price Rd,Minor
803,-111.92631,33.3929600000001,804,2601306,2012-03-05 22:11:00,2012,Rural Rd,Southern Ave,0.0,Intersection Non Interchange,0,0,No Injury,Left Turn,Daylight,Clear,Dry,Driver,28,Female,Southeast,Making Left Turn,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,62,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39296,-111.92631,2012-03-05,3.0,5.0,22:11:00,22.0,Rural Rd & Southern Ave,None
804,-111.89199,33.4074900000001,805,2599987,2012-03-05 23:07:00,2012,Broadway Rd,Price Rd,0.0,Intersection Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Cloudy,Dry,Driver,21,Male,Southwest,Changing Lanes,Unknown,No Apparent Influence,No Apparent Influence,Driver,24,Female,Southeast,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,33.40749,-111.89199,2012-03-05,3.0,5.0,23:07:00,23.0,Broadway Rd & Price Rd,None
809,-111.92628,33.4288500000001,810,2601310,2012-03-06 15:01:00,2012,Rural Rd,Rio Salado Pkwy,0.0,Intersection Non Interchange,0,0,No Injury,Left Turn,Daylight,Clear,Dry,Driver,28,Female,Northwest,Making Left Turn,Other,No Apparent Influence,No Apparent Influence,Driver,34,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42885,-111.92628,2012-03-06,3.0,6.0,15:01:00,15.0,Rural Rd & Rio Salado Pkwy,None
812,-111.96091,33.4219400000001,813,2594968,2012-03-06 18:50:00,2012,University Dr,Priest Dr,0.0,Intersection Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,111,Unknown,Southwest,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,Driver,29,Female,Southwest,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.42194,-111.96091,2012-03-06,3.0,6.0,18:50:00,18.0,University Dr & Priest Dr,None
825,-111.94388,33.37821,826,2594960,2012-03-07 15:00:00,2012,Baseline Rd,Kyrene Rd,0.0,Intersection Related Non Interchange,0,0,No Injury,Other,Daylight,Clear,Unknown,Driver,111,Unknown,East,Making Right Turn,Other,No Apparent Influence,No Apparent Influence,Driver,60,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.94388,2012-03-07,3.0,7.0,15:00:00,15.0,Baseline Rd & Kyrene Rd,None
831,-111.92656,33.3929600000001,832,2630071,2012-03-07 19:57:00,2012,Southern Ave,Rural Rd,-77.088,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,60,Male,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,Driver,52,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39296,-111.92656,2012-03-07,3.0,7.0,19:57:00,19.0,Southern Ave & Rural Rd,None
836,-111.9263,33.4220500000001,837,2611285,2012-03-07 23:32:00,2012,Rural Rd,University Dr,10.032,Intersection Related Non Interchange,0,0,No Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Pedalcyclist,20,Male,East,Going Straight Ahead,Drove Rode In Opposing Traffic Lane,No Apparent Influence,No Apparent Influence,Driver,25,Male,West,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.42205,-111.9263,2012-03-07,3.0,7.0,23:32:00,23.0,Rural Rd & University Dr,None
846,-111.96035,33.4219400000001,847,2611073,2012-03-08 18:51:00,2012,University Dr,Priest Dr,173.184,Intersection Related Non Interchange,1,0,Possible Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Driver,27,Male,Southeast,Other,Other,No Apparent Influence,No Apparent Influence,Driver,23,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42194,-111.96035,2012-03-08,3.0,8.0,18:51:00,18.0,University Dr & Priest Dr,Minor
852,-111.92628,33.42906,853,2611088,2012-03-08 23:19:00,2012,Rural Rd,Rio Salado Pkwy,80.256,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,25,Male,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,20,Male,South,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42906,-111.92628,2012-03-08,3.0,8.0,23:19:00,23.0,Rural Rd & Rio Salado Pkwy,None
862,-111.92627,33.4081800000001,863,2630062,2012-03-09 14:54:00,2012,Rural Rd,Broadway Rd,249.744,Unknown Non Interchange,0,0,No Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Driver,39,Female,East,Other,Inattention Distraction,No Apparent Influence,No Apparent Influence,Driver,23,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40818,-111.92627,2012-03-09,3.0,9.0,14:54:00,14.0,Rural Rd & Broadway Rd,None
863,-111.89209,33.4075,864,2594933,2012-03-09 15:15:00,2012,Broadway Rd,Price Rd,-30.096,Intersection Related Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,29,Male,East,Slowing In Trafficway,Other,No Apparent Influence,No Apparent Influence,Driver,30,Male,East,Slowing In Trafficway,Other,No Apparent Influence,No Apparent Influence,33.4075,-111.89209,2012-03-09,3.0,9.0,15:15:00,15.0,Broadway Rd & Price Rd,None
873,-111.93935,33.37821,874,2630082,2012-03-09 22:58:00,2012,Baseline Rd,Mill Ave,0.0,Intersection Non Interchange,0,0,No Injury,Left Turn,Daylight,Clear,Dry,Driver,41,Male,South,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,Driver,52,Male,North,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,33.37821,-111.93935,2012-03-09,3.0,9.0,22:58:00,22.0,Baseline Rd & Mill Ave,None
877,-111.96284,33.3782400000001,878,2608310,2012-03-10 16:30:00,2012,Baseline Rd,Priest Dr,99.792,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,111,Unknown,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,39,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824,-111.96284,2012-03-10,3.0,10.0,16:30:00,16.0,Baseline Rd & Priest Dr,None
884,-111.96316,33.3782400000001,885,2622841,2012-03-11 02:10:00,2012,Baseline Rd,Priest Dr,0.0,Intersection Non Interchange,1,0,Possible Injury,ANGLE (Front To Side)(Other Than Left Turn),Dark Lighted,Clear,Dry,Driver,27,Female,South,Making Right Turn,Other,No Apparent Influence,No Apparent Influence,Pedalcyclist,42,Male,East,Going Straight Ahead,Drove Rode In Opposing Traffic Lane,No Apparent Influence,No Apparent Influence,33.37824,-111.96316,2012-03-11,3.0,11.0,02:10:00,2.0,Baseline Rd & Priest Dr,Minor
